-0.5954513500000047,5.3410000006692826e-05,0.23714447000000405,-3.565475460000002,-0.720550540000005,-0.564300540000005,-0.5587310800000012,-0.669952390000006,-0.2959747299999975,-0.036964420000003884,-0.5804519699999986,-0.8685073900000049,-0.01779175000000066,-0.8318710300000021,-0.511413570000002,0.05076599000000215,-0.43853760000000364,-0.1560745200000042,-0.8737335200000018,-0.3414993300000049,-0.9416351299999945,0.10922241000000099,0.031013490000006527,-0.061630249999993225,-11.508186300000006,-7.180831909999995,-10.292038000000005,-1.5253112225925933,3.0757739175540886
-0.8492076530200023,-0.3768394133600026,0.060350830540002676,-3.7961390956200063,-0.9805020170999939,-0.6130744196999984,-1.0991503305599934,-1.0279781471199954,-0.5799480125800045,-0.319292270419993,-0.9297349590400046,-1.001509433199999,-0.39201135400000453,-1.1175243512799966,-0.758037838160007,-0.09423039285999835,-0.48476840440000046,-0.32527996443999996,-1.0864738769599995,-0.5009013376199931,-1.3408861825000002,-0.20045323418000294,-0.07136850999999922,-0.388820679440002,-11.807943084000001,-7.297817231600007,-10.493061438400005,-1.773059363000741,3.0687440169704687
-1.10296395604,-0.7537322367199977,-0.1164428089199987,-4.0268027312399965,-1.240453494199997,-0.6618482994000061,-1.63956958112,-1.386003904239999,-0.8639212951599973,-0.6016201208399963,-1.2790179480799964,-1.134511476399993,-0.7662309579999942,-1.4031776725600054,-1.0046621063199979,-0.23922677571999884,-0.5309992087999973,-0.4944854088799957,-1.2992142339199972,-0.6603033452399956,-1.740137235000006,-0.5101288783600069,-0.17375051000000497,-0.7160111088799965,-12.107699867999997,-7.414802553200005,-10.694084876800005,-2.0208075034088884,3.0660363767347745
-1.3567202590599976,-1.130625060080007,-0.29323644838000007,-4.257466366860001,-1.5004049713,-0.7106221790999996,-2.1799888316800065,-1.7440296613600026,-1.1478945777400043,-0.8839479712599996,-1.6283009371200023,-1.2675135196000014,-1.140450561999998,-1.68883099384,-1.251286374480003,-0.38422315857999934,-0.5772300131999941,-0.6636908533200057,-1.511954590879995,-0.819705352859998,-2.1393882874999974,-0.8198045225399966,-0.2761325099999965,-1.0432015383200053,-12.407456651999993,-7.531787874800003,-10.895108315200005,-2.2685556438170376,3.0676624418623053
-1.6104765620799952,-1.507517883440002,-0.47003008784000144,-4.4881300024800055,-1.7603564484000032,-0.7593960587999931,-2.7204080822399987,-2.102055418480006,-1.431867860319997,-1.1662758216800029,-1.9775839261599941,-1.4005155627999955,-1.514670166000002,-1.9744843151199944,-1.4979106426399937,-0.5292195414399998,-0.6234608176000052,-0.8328962977600014,-1.7246949478400069,-0.9791073604800005,-2.538639340000003,-1.1294801667200005,-0.37851451000000225,-1.3703919677599998,-12.707213436000004,-7.6487731964000005,-11.096131753600005,-2.516303784225186,3.0736153342516936
-1.864232865100007,-1.8844107067999971,-0.6468237273000028,-4.718793638099996,-2.0203079255000063,-0.8081699385000007,-3.2608273328000053,-2.4600811755999956,-1.715841142900004,-1.4486036721000062,-2.3268669152,-1.5335176060000038,-1.8888897700000058,-2.260137636400003,-1.7445349107999988,-0.6742159243000003,-0.669691622000002,-1.0021017421999971,-1.9374353048000046,-1.138509368100003,-2.9378903924999946,-1.4391558109000044,-0.4808965099999938,-1.6975823971999944,-13.00697022,-7.765758517999998,-11.297155192000005,-2.7640519246333346,3.0838699973676786
-2.1179891681200047,-2.2613035301600064,-0.8236173667600042,-4.94945727372,-2.280259402599995,-0.8569438181999942,-3.8012465833599975,-2.8181069327199992,-1.9998144254799968,-1.7309315225199953,-2.676149904240006,-1.6665196491999978,-2.2631093739999955,-2.5457909576799977,-1.9911591789600038,-0.8192123071600008,-0.7159224263999988,-1.171307186640007,-2.1501756617600023,-1.2979113757200054,-3.3371414450000003,-1.7488314550799942,-0.5832785099999995,-2.024772826640003,-13.306727003999995,-7.882743839599996,-11.498178630400005,-3.0118000650414816,3.0983837190323524
-2.3717454711400023,-2.6381963535200015,-1.0004110062200056,-5.180120909340005,-2.5402108796999983,-0.9057176979000019,-4.341665833920004,-3.174459655199996,-2.2837877080600038,-2.018026066039994,-3.0226441206999937,-1.8171022907200012,-2.6348122544000034,-2.8317070351999973,-2.2405412595999934,-0.9625471758800046,-0.7726424276799975,-1.3393961454400056,-2.3633936188000035,-1.4898094473000043,-3.7343528246999966,-2.058507099259998,-0.6856605100000053,-2.351984557359998,-13.606483788000006,-7.999729161199994,-11.700696819200004,-3.2617167450548155,3.1158741357598885
-2.6361951935199954,-3.002830996879993,-1.1596848101600017,-5.410784544959995,-2.8001623568000014,-0.9544915775999954,-4.864020753359995,-3.5023707887999933,-2.5689202308000034,-2.3097650797599982,-3.3534198007999976,-1.9799149136800054,-2.963730833599996,-3.1220899687999975,-2.4937153324000008,-1.0965171467200037,-0.861995485920005,-1.504011593360005,-2.5847307771999937,-1.6884977411999955,-4.1200678667999995,-2.368435428880005,-0.8049814745599946,-2.6795584098399985,-13.882157919999997,-8.171793522800002,-11.928625764800003,-3.5116100116296285,3.138491327978599
-2.9041408414600056,-3.3607793602400022,-1.3181856801799938,-5.641448180579999,-3.0601138339000045,-1.003265457300003,-5.376522401279999,-3.8302819224000046,-2.8544317358999933,-2.6015040934800027,-3.6841954809000015,-2.1427275366399954,-3.292649412800003,-3.4124729023999976,-2.746889405199994,-1.2304871175600027,-0.9513485441599983,-1.6686270412800042,-2.806067935599998,-1.887186035100001,-4.505782908900002,-2.6785813487399963,-0.9250497463799974,-3.007132262319999,-14.144696060000001,-8.353037724399996,-12.156554710400002,-3.7608948029444442,3.1628760085667147
