-3.169407845,-4.496808529,-5.672959805
-3.2125325244439997,-4.55923484327,-5.7346369766
-3.2556572038879996,-4.62166115754,-5.7963141482
-3.298781883332,-4.68408747181,-5.8579913198
-3.341906562776,-4.74651378608,-5.9196684913999995
-3.3850312422199997,-4.80894010035,-5.981345663
-3.4281559216639996,-4.871366414620001,-6.0430228345999994
-3.471280601108,-4.934744839214001,-6.1047000062
-3.5159698157759998,-5.003489703816,-6.169593619952
-3.562782328248,-5.072234568418,-6.238852405196
-3.60959484072,-5.14097943302,-6.30811119044
-3.656407353192,-5.2097242976219995,-6.377369975684
-3.703219865664,-5.278469162224,-6.446628760928
-3.750032378136,-5.347214026826,-6.515887546172
-3.796844890608,-5.417180227719999,-6.585146331416
-3.84365740308,-5.4899777082,-6.6544051166600005
-3.894229734496,-5.56277518868,-6.72869071928
-3.945473462152,-5.63557266916,-6.80387396786
-3.9967171898080003,-5.70837014964,-6.879057216440001
-4.0479609174640006,-5.781167630120001,-6.95424046502
-4.09920464512,-5.8539651106,-7.0294237136
-4.150448372776,-5.926420435662,-7.10460696218
-4.201692100432,-5.998461026884,-7.17979021076
-4.254038915536,-6.070501618106,-7.255434129776
-4.309327297168,-6.142542209328,-7.332306503288
-4.364615678800001,-6.21458280055,-7.4091788768
-4.419904060432001,-6.286623391772,-7.486051250312
-4.475192442064,-6.358663982994,-7.562923623824
-4.530480823696,-6.426868312512,-7.639795997336
-4.585769205328001,-6.492544196816,-7.716668370848
-4.641057586960001,-6.55822008112,-7.7935407443599996
-4.697914943952001,-6.6238959654239995,-7.867445685932
-4.755454464144,-6.689571849728,-7.940060439704
-4.812993984336,-6.755247734031999,-8.012675193476
-4.870533504528001,-6.820923618336,-8.085289947248
-4.92807302472,-6.878012518959999,-8.15790470102
-4.985612544912001,-6.932291134015999,-8.230519454792
-5.0431520651040005,-6.986569749071999,-8.303134208564
-5.100650638352,-7.040848364128,-8.37451617424
-5.157852346256,-7.095126979184,-8.43696042622
-5.21505405416,-7.14940559424,-8.4994046782
-5.272255762064,-7.203684209296,-8.56184893018
-5.329457469968,-7.244237896387999,-8.62429318216
-5.386659177872,-7.283335909302,-8.68673743414
-5.443860885775999,-7.322433922216,-8.74918168612
-5.5010625936799995,-7.3615319351299995,-8.8116259381
-5.556712139336,-7.400629948044,-8.866554374392
-5.611068216452,-7.439727960958,-8.915219630944001
-5.665424293568,-7.4778919605039995,-8.963884887496
-5.719780370684,-7.499944229452,-9.012550144048001
-5.7741364478,-7.5219964984,-9.0612154006
-5.828492524916,-7.5440487673479995,-9.109880657152
-5.882848602032,-7.566101036296,-9.158545913704002
-5.937204679148,-7.588153305244,-9.207211170256
-5.986220973608,-7.610205574191999,-9.241522300728
-6.03507039986,-7.6289020492,-9.275384864760001
-6.083919826112,-7.63462278764,-9.309247428792
-6.132769252364,-7.64034352608,-9.343109992824001
-6.181618678616,-7.64606426452,-9.376972556856
-6.230468104868,-7.65178500296,-9.410835120888
-6.27931753112,-7.6575057414000005,-9.444697684920001
-6.324669250016,-7.6632264798400005,-9.472800098088001
-6.364639880672,-7.664198229152,-9.492040740696
-6.404610511328,-7.656585267348,-9.511281383304
-6.444581141984,-7.648972305544,-9.530522025912
-6.48455177264,-7.64135934374,-9.54976266852
-6.524522403295999,-7.633746381936,-9.569003311128
-6.564493033952,-7.626133420132,-9.588243953735999
-6.604463664608,-7.618520458328,-9.607484596344
-6.634350082004,-7.605818486332,-9.615549774251999
-6.66199556312,-7.58816504496,-9.62113151556
-6.689641044236,-7.570511603588,-9.626713256868
-6.717286525352,-7.552858162216,-9.632294998176
-6.744932006468,-7.535204720844,-9.637876739484
-6.772577487584,-7.517551279472,-9.643458480792
-6.8002229687,-7.499897838100001,-9.6490402221
-6.824249263416,-7.47655205964,-9.651966476368
-6.836965600631999,-7.450241522280001,-9.646594333636001
-6.8496819378480005,-7.42393098492,-9.641222190904001
-6.862398275064,-7.3976204475600005,-9.635850048172001
-6.87511461228,-7.3713099102,-9.630477905440001
-6.887830949496,-7.34499937284,-9.625105762708001
-6.900547286712,-7.31868883548,-9.619733619976001
-6.9132636239280005,-7.28517710622,-9.614361477244001
-6.9150186917920005,-7.24995661956,-9.604568085064
-6.91129312498,-7.214736132900001,-9.59256406816
-6.907567558168,-7.17951564624,-9.580560051256
-6.903841991356001,-7.1442951595799995,-9.568556034352
-6.9001164245440005,-7.10907467292,-9.556552017448
-6.896390857732,-7.073854186259999,-9.544548000544
-6.89266529092,-7.03026448266,-9.53254398364
-6.887518522396,-6.986316098334,-9.520288253932
-6.868159736752,-6.942367714008,-9.505515396184
-6.848800951108,-6.8984193296820004,-9.490742538435999
-6.829442165464,-6.854470945356001,-9.475969680688
-6.81008337982,-6.81052256103,-9.46119682294
-6.790724594176,-6.765778659744001,-9.446423965191999
-6.771365808532,-6.714571183158,-9.431651107443999
-6.752007022888,-6.663363706572,-9.416878249696
-6.7270622330159995,-6.612156229986001,-9.401614219244
-6.6968600274,-6.5609487534,-9.385887908599999
-6.666657821784,-6.509741276814,-9.370161597955999
-6.636455616168,-6.4585338002279995,-9.354435287312
